ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (mb),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.0462,0.8581,9.9559,-0.3951,0.112,9.8014,-0.5463,-0.5682,0.6584,0.1992,-0.0418,0.049,151.1885,1.03,-16.95,-50.06,178.97,-1.79,1.46,2.0,985.64,56.996,55.75388,48.742035,598.48,NaN,,0.0,51.419495,,10 / 34,14,2020-04-13 19:15:10:080
1.6538,0.892,10.7218,-0.3778,-0.4043,9.7944,-0.85,-1.4423,-1.4514,0.4551,-0.4279,0.4198,176.3507,0.14,-12.14,-48.96,184.28,0.34,-1.07,2.0,985.66,41.18,55.75388,48.742035,598.48,NaN,,0.0,51.419495,,10 / 34,513,2020-04-13 19:15:10:579
-0.6349,1.3131,8.4317,0.0036,1.4939,9.6956,0.4715,0.2884,0.7031,0.0891,-0.3036,-0.1548,176.3507,1.87,-23.5,-47.4,179.51,-6.97,2.62,2.0,985.68,36.918,55.75388,48.742012,625.19,NaN,,0.0,48.28412,,8 / 26,1013,2020-04-13 19:15:11:079
1.473,1.1552,10.3031,0.5308,1.9418,9.6012,-0.8633,1.0445,0.6886,-0.0276,-0.0072,-0.008,114.8236,0.38,-26.9,-45.64,193.73,-11.58,-5.26,2.0,985.68,50.518,55.75388,48.742012,625.19,NaN,,0.0,48.28412,,8 / 26,1513,2020-04-13 19:15:11:579
0.0944,2.374,10.2465,-0.0141,1.5634,9.6846,0.4201,-0.4891,-1.7121,-0.478,0.3234,0.391,106.863,0.51,-27.33,-44.79,188.73,-9.16,-2.54,2.0,985.65,53.47,55.75389,48.742023,629.24,NaN,,0.0,46.27571,,8 / 26,2012,2020-04-13 19:15:12:078
0.3778,1.81,10.2464,0.4134,2.0976,9.5742,0.7818,0.6816,1.2418,-0.1774,-0.0368,0.073,61.9036,-1.07,-28.68,-46.58,181.36,-12.53,-1.74,2.0,985.65,52.697,55.75389,48.742023,629.24,NaN,,0.0,46.27571,,8 / 26,2513,2020-04-13 19:15:12:579
0.4176,1.27,10.0432,-0.4439,0.4664,9.7888,-0.6639,-0.9775,-0.0992,0.3964,0.2387,0.0501,41.5955,3.38,-19.22,-50.45,182.52,-2.73,2.6,2.0,985.67,50.918,55.753895,48.742027,631.84,NaN,,0.0,46.33565,,8 / 26,3014,2020-04-13 19:15:13:080
-0.7103,0.6997,8.4678,-0.2985,0.6229,9.7857,0.2164,-0.2133,1.5076,0.2084,-0.15,0.1173,20.9307,0.17,-18.96,-50.8,174.35,-3.64,1.75,2.0,985.68,49.596,55.753895,48.742027,631.84,NaN,,0.0,46.33565,,8 / 26,3513,2020-04-13 19:15:13:579
0.8386,0.9621,8.8218,0.0761,0.1135,9.809,-0.8145,-0.9053,0.9302,0.2065,0.0431,-0.0746,18.8482,-0.43,-15.73,-52.08,180.03,-0.99,-0.01,2.0,985.68,55.089,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,8 / 26,4013,2020-04-13 19:15:14:079
-0.4324,0.7223,8.5971,-0.6359,0.726,9.7624,0.0122,0.3864,-0.0434,0.0928,-0.0731,0.1523,17.1213,4.18,-18.49,-52.36,182.48,-4.24,3.73,2.0,985.68,42.673,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,8 / 26,4513,2020-04-13 19:15:14:579
0.2179,0.2865,12.28,-0.0509,0.8801,9.7703,-0.6386,0.5297,-0.5559,0.0556,0.0557,-0.0265,19.6686,1.37,-19.86,-51.22,182.74,-5.15,0.3,2.0,985.66,58.176,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,8 / 26,5013,2020-04-13 19:15:15:079
-1.1873,0.4582,12.028,-0.7801,0.9073,9.7368,0.4354,0.6735,-2.7759,-0.5563,0.0697,-0.0121,59.7581,4.84,-21.33,-50.53,187.21,-7.36,3.58,2.0,985.67,53.266,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,8 / 26,5513,2020-04-13 19:15:15:579
0.6306,0.1493,10.5888,-0.1095,0.1059,9.8088,-0.6662,0.6155,-2.4554,-0.5556,-0.2134,-0.1327,139.9527,2.03,-17.13,-53.17,180.63,-4.74,0.93,2.0,985.66,52.866,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,7 / 26,6013,2020-04-13 19:15:16:079
-0.7232,0.8127,11.1386,-0.4953,0.8974,9.7563,0.0453,-0.6117,0.2529,-0.3259,0.2198,0.3498,434.439,2.83,-20.99,-50.74,181.45,-5.25,2.91,2.0,985.66,39.326,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,7 / 26,6513,2020-04-13 19:15:16:579
-0.4154,0.5446,8.9994,-0.4161,0.71,9.7754,0.2362,0.1003,-0.0793,0.0495,-0.0263,-0.0849,612.6799,0.7,-20.07,-50.38,176.05,-4.15,2.44,2.0,985.63,40.454,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,7 / 26,7014,2020-04-13 19:15:17:080
0.4995,0.9443,9.1492,-0.2351,0.8804,9.7676,-0.8217,-0.2762,0.6847,0.1087,-0.0104,-0.1194,415.1162,0.63,-18.38,-49.38,180.0,-3.38,1.17,2.0,985.65,27.301,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,7 / 26,7512,2020-04-13 19:15:17:578
-0.711,0.3631,8.1189,-0.482,0.6355,9.7775,0.0214,0.1285,0.8118,-0.0772,0.0572,0.1354,177.3141,0.82,-18.13,-48.58,175.3,-3.67,2.6,2.0,985.64,38.395,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,5 / 26,8012,2020-04-13 19:15:18:078
-0.0924,0.0058,9.7698,-0.316,0.572,9.7882,-0.3247,0.9307,-0.0377,0.002,-0.0976,-0.161,130.3242,3.26,-17.66,-48.42,185.46,-3.34,1.85,2.0,985.65,46.41,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,5 / 26,8513,2020-04-13 19:15:18:579
-1.143,0.4116,9.9916,-0.6517,0.8209,9.7538,0.5693,0.0554,0.2419,-0.002,-0.182,0.0052,65.9009,4.5,-18.08,-46.29,183.34,-5.19,3.97,2.0,985.65,58.935,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,5 / 26,9014,2020-04-13 19:15:19:080
-0.357,0.3326,10.924,-0.5275,0.6073,9.777,0.1777,0.508,-1.4143,-0.1573,-0.0263,-0.0167,75.2133,5.62,-18.63,-45.5,196.61,-6.03,2.25,2.0,985.64,60.016,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,5 / 26,9513,2020-04-13 19:15:19:579
-0.2841,0.5051,10.9838,-0.7926,0.5217,9.764,-0.1281,0.4409,-1.6604,0.1212,0.1156,0.1578,67.7571,10.66,-16.24,-44.86,212.49,-2.97,2.94,2.0,985.65,53.173,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,3 / 26,10013,2020-04-13 19:15:20:079
-0.4545,0.9699,10.3971,-0.4783,0.517,9.7847,0.4348,-0.2262,-0.8795,0.2109,-0.0732,0.0354,47.3889,7.31,-19.11,-44.6,196.12,-3.02,2.8,2.0,985.65,50.643,55.753902,48.74203,638.09,NaN,,0.0,47.93915,,3 / 26,10513,2020-04-13 19:15:20:579
0.5327,1.1139,8.0839,-0.2467,0.4429,9.7969,-0.676,-0.6687,0.8442,0.0218,0.0268,-0.0574,47.4292,6.11,-18.11,-45.41,195.62,-1.98,1.79,2.0,985.67,52.692,55.753906,48.74203,640.62,NaN,,0.0,94.094376,,3 / 26,11013,2020-04-13 19:15:21:079
-0.5791,0.4898,8.2409,-0.2283,0.469,9.7961,0.3941,-0.122,1.5668,0.0556,-0.0935,-0.1152,57.6878,3.79,-18.73,-45.99,188.53,-2.57,1.82,2.0,985.68,58.938,55.753906,48.74203,640.62,NaN,,0.0,94.094376,,3 / 26,11513,2020-04-13 19:15:21:579
-0.5183,0.7014,8.5717,-0.1848,0.52,9.7945,0.1059,-0.6389,2.2357,0.1897,5.0E-4,0.0474,69.7031,3.19,-16.53,-47.7,189.93,-2.16,0.41,2.0,985.67,54.388,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,5 / 26,12013,2020-04-13 19:15:22:079
-0.4719,0.0887,9.8243,-0.4617,0.4205,9.7901,0.6613,0.1816,0.0148,-0.1742,-0.0851,0.3469,131.5605,2.52,-15.89,-46.67,185.11,-4.0,2.27,2.0,985.67,54.854,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,5 / 26,12514,2020-04-13 19:15:22:580
0.0446,-0.3583,10.7917,-0.1123,0.4112,9.8007,0.0526,1.0471,-2.7408,-0.2426,0.0331,-0.2196,200.2063,0.28,-15.96,-47.08,175.35,-4.29,1.23,2.0,985.67,58.024,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,5 / 26,13013,2020-04-13 19:15:23:079
-1.2575,0.4397,10.9318,-0.6626,0.3109,9.7827,-0.1818,-0.0538,-1.3231,-0.0742,0.3423,0.1523,450.3881,1.36,-16.32,-49.08,177.79,-2.01,1.81,2.0,985.68,55.793,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,5 / 26,13513,2020-04-13 19:15:23:579
-0.5616,0.1877,9.6078,-0.067,0.2785,9.8058,0.1826,-0.0169,-1.3984,-0.0113,-0.0243,-0.0571,571.8258,-0.61,-15.52,-47.83,168.95,-1.42,2.26,2.0,985.66,56.182,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,5 / 26,14013,2020-04-13 19:15:24:079
-0.0806,1.1327,9.0713,-0.234,0.135,9.8063,-0.8434,-0.751,1.6402,0.169,0.0829,0.1,502.2801,1.52,-15.0,-48.47,183.41,-0.79,1.37,2.0,985.66,54.853,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,5 / 26,14513,2020-04-13 19:15:24:579
-0.638,0.6266,8.1,-0.5287,0.3192,9.7905,0.4844,-0.0892,1.5791,0.0605,-0.0121,-0.0019,267.6717,1.77,-14.46,-49.89,176.76,-1.86,3.09,2.0,985.68,53.107,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,6 / 26,15013,2020-04-13 19:15:25:079
0.4969,-0.5339,9.2843,0.1999,0.2533,9.8047,0.006,0.2989,1.3718,0.0874,-0.107,0.0506,114.4056,-1.34,-14.66,-48.94,180.0,-1.48,-1.17,2.0,985.66,55.004,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,6 / 26,15512,2020-04-13 19:15:25:578
-0.7733,0.0176,11.3043,-0.1962,0.1727,9.8065,0.1863,0.7321,-0.7701,-0.0683,-0.2656,0.1071,78.9782,1.36,-16.02,-48.65,180.99,-2.24,0.88,2.0,985.68,55.819,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,7 / 26,16013,2020-04-13 19:15:26:079
0.7616,-0.1327,11.8953,0.1578,0.1524,9.8075,-0.066,-0.0959,-1.483,-0.1755,0.0247,-0.2759,63.3608,-2.01,-15.2,-50.4,175.2,-0.89,-0.92,2.0,985.68,54.517,55.75392,48.74203,645.83,NaN,,0.0,92.66877,,7 / 26,16514,2020-04-13 19:15:26:580
-0.3008,0.9949,10.5766,-0.4763,1.0077,9.7465,-0.4626,-0.1337,-0.7306,-0.2611,0.131,0.0394,48.5308,2.73,-20.35,-49.57,182.16,-5.9,2.8,2.0,985.66,53.256,55.753895,48.74203,635.37,NaN,,0.0,115.803825,,7 / 26,17012,2020-04-13 19:15:27:078
-0.2665,0.8525,11.4224,0.1817,0.9484,9.7624,0.3633,5.0E-4,-1.1381,0.0784,-0.3098,0.0149,35.701,0.22,-20.95,-51.44,178.56,-5.55,0.45,2.0,985.67,52.909,55.753895,48.74203,635.37,NaN,,0.0,115.803825,,7 / 26,17512,2020-04-13 19:15:27:578
0.6409,1.1843,8.8022,-0.2682,0.7449,9.778,-0.4101,-0.6079,-0.2232,0.0706,0.104,-0.1467,17.7517,1.63,-17.39,-52.77,185.75,-2.68,0.58,2.0,985.67,49.279,55.753895,48.74203,635.37,NaN,,0.0,115.803825,,5 / 26,18013,2020-04-13 19:15:28:079
-0.6086,0.3408,8.1899,-0.3536,0.3248,9.7982,0.6852,0.2878,1.5707,-0.0613,-0.2086,0.1725,15.6289,2.45,-15.6,-50.73,180.64,-1.9,2.07,2.0,985.66,51.467,55.753895,48.74203,635.37,NaN,,0.0,115.803825,,5 / 26,18514,2020-04-13 19:15:28:580
0.2086,0.3479,8.0663,0.1859,-0.022,9.8082,-0.193,0.4332,0.7789,0.0652,0.0644,-0.0581,15.6289,0.17,-15.13,-53.07,181.08,-0.19,-0.3,2.0,985.66,53.382,55.753914,48.74203,640.91,NaN,,0.0,121.343895,,5 / 26,19012,2020-04-13 19:15:29:078
-0.6321,-0.4126,9.0723,-0.399,0.3241,9.7965,0.3704,1.0953,0.2535,-0.0457,-0.0791,0.0688,19.0591,3.44,-16.68,-52.42,180.97,-1.17,3.01,2.0,985.65,46.757,55.753914,48.74203,640.91,NaN,,0.0,121.343895,,5 / 26,19513,2020-04-13 19:15:29:579
-0.1894,-1.4037,13.1403,0.3399,0.158,9.8028,-0.3312,1.1131,-1.0234,-0.6495,-0.0836,-0.16,39.7461,-1.33,-14.82,-51.73,180.91,-0.88,-1.35,2.0,985.67,52.664,55.753914,48.74203,640.91,NaN,,0.0,121.343895,,5 / 26,20013,2020-04-13 19:15:30:079
0.3252,1.1053,11.4115,-0.5337,0.701,9.7704,1.043,0.5379,-2.254,0.1586,0.2324,-0.0233,55.7649,2.34,-17.39,-52.24,180.68,-4.15,2.03,2.0,985.68,48.904,55.753914,48.74203,640.91,NaN,,0.0,121.343895,,5 / 26,20513,2020-04-13 19:15:30:579
0.0227,0.9191,10.3667,0.2014,0.8785,9.7685,-0.0085,-0.2657,0.5261,0.0542,-0.1486,-0.0575,120.0082,0.07,-19.15,-53.03,180.6,-3.69,-0.18,2.0,985.64,49.94,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,4 / 26,21013,2020-04-13 19:15:31:079
-0.4226,1.3761,9.4436,-0.1746,0.5413,9.7935,-0.0322,-0.6083,0.1677,0.1396,0.2619,0.0647,109.471,-0.02,-17.36,-54.25,182.46,-2.39,-0.67,2.0,985.66,48.909,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,4 / 26,21513,2020-04-13 19:15:31:579
-0.4956,0.5981,7.7862,-0.0509,0.3996,9.8017,0.6266,-0.5063,1.4942,0.0789,-0.0939,0.0077,86.8525,-0.66,-16.84,-54.71,172.55,-1.19,1.12,2.0,985.65,47.868,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,4 / 26,22013,2020-04-13 19:15:32:079
0.7151,0.8978,7.8113,0.2482,0.5725,9.7901,-0.5912,0.429,1.4229,0.0531,0.2579,-0.3806,107.7042,-0.1,-18.45,-53.19,185.16,-3.35,-1.45,2.0,985.67,50.672,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,4 / 26,22512,2020-04-13 19:15:32:578
-0.293,-0.0072,9.0445,-0.4495,0.4275,9.7904,0.0202,0.8772,-0.1418,-0.0497,-0.0851,0.0659,156.8005,2.5,-18.15,-52.9,175.2,-2.05,3.62,2.0,985.64,47.125,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,3 / 26,23013,2020-04-13 19:15:33:079
1.1109,-0.3301,9.1066,0.1971,0.5198,9.7942,-0.8944,0.8993,0.1176,0.1948,-0.245,-0.165,187.5657,-1.83,-15.64,-51.65,171.64,-2.73,-0.02,2.0,985.68,54.719,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,3 / 26,23513,2020-04-13 19:15:33:579
-0.5848,1.4236,10.786,-0.6188,1.2453,9.7109,1.1276,0.6875,-1.8826,-0.0019,0.0261,0.3381,187.5657,3.67,-20.01,-51.24,183.9,-7.33,3.47,2.0,985.64,51.453,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,4 / 25,24012,2020-04-13 19:15:34:078
0.4498,0.7058,10.1966,0.1246,1.3962,9.7093,0.2978,0.1274,0.1716,-0.4801,-0.2317,-0.2041,108.0348,0.26,-21.59,-49.28,174.71,-7.85,1.63,2.0,985.66,48.567,55.753902,48.74203,637.37,NaN,,0.0,122.51566,,4 / 25,24514,2020-04-13 19:15:34:580
-0.3592,1.2989,10.0763,-0.2327,0.663,9.7848,0.1615,-0.4684,-0.1874,0.1167,0.288,0.1919,118.726,-0.56,-17.2,-49.07,177.95,-2.68,-0.55,2.0,985.66,51.034,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,25013,2020-04-13 19:15:35:079
0.5123,1.2403,8.8479,0.3229,1.0854,9.7444,-0.0987,0.1381,2.1336,0.1817,-0.3505,0.2486,118.726,-3.87,-18.89,-47.78,169.93,-6.35,-1.9,2.0,985.68,52.673,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,25513,2020-04-13 19:15:35:579
0.448,0.2105,8.6082,0.2555,0.782,9.7754,-0.6243,-0.067,2.0771,0.1315,-0.0115,-0.3043,90.646,-5.96,-16.84,-46.3,165.31,-2.46,-2.57,2.0,985.69,48.472,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,4 / 25,26013,2020-04-13 19:15:36:079
-0.0659,0.397,8.3617,-0.0974,0.4512,9.7991,0.0134,0.2749,-0.7838,0.1182,-0.214,0.0912,12.2169,-0.67,-18.12,-48.34,174.65,-2.64,0.57,2.0,985.67,44.626,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,4 / 25,26513,2020-04-13 19:15:36:579
1.3404,0.3154,11.792,0.1865,1.2801,9.7243,-1.094,0.8456,-1.5214,0.0942,0.0994,-0.2891,9.6474,-1.91,-22.56,-45.74,176.19,-7.5,-1.1,2.0,985.68,45.957,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,3 / 26,27013,2020-04-13 19:15:37:079
-1.2581,1.1264,11.9243,-0.2335,1.3934,9.7077,0.8478,0.4969,-2.1775,-0.4494,-0.2023,0.2474,9.6474,1.91,-23.28,-46.29,183.15,-8.17,1.38,2.0,985.69,45.528,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,3 / 26,27512,2020-04-13 19:15:37:578
0.6593,-0.2132,12.166,0.3238,0.2957,9.8002,-0.3791,1.0329,-2.4578,-0.2955,-0.1738,0.0093,9.6474,0.28,-21.0,-49.77,181.23,-4.58,-0.42,2.0,985.69,36.853,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,28014,2020-04-13 19:15:38:080
0.4347,0.6913,11.4248,0.1201,0.6186,9.7897,-0.0245,-0.4543,-0.3489,0.0262,0.2162,-0.0082,9.6474,0.29,-21.17,-50.24,181.97,-3.62,-0.7,2.0,985.68,55.298,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,28514,2020-04-13 19:15:38:580
-0.4792,0.3638,10.4548,-0.0877,0.3974,9.8016,0.1708,-0.0524,-1.1682,0.1077,-0.0527,-0.0984,12.308,0.77,-19.53,-50.44,181.76,-2.32,0.51,2.0,985.67,45.64,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 25,29013,2020-04-13 19:15:39:079
-6.0E-4,0.5074,10.0065,-0.5338,0.3209,9.7902,-0.3929,-0.2666,-0.6501,0.295,0.0302,0.2529,16.2489,2.22,-19.49,-51.44,183.04,-0.34,1.13,2.0,985.66,52.913,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 25,29514,2020-04-13 19:15:39:580
-0.3115,0.3758,9.0161,-0.1896,0.1252,9.8074,-0.327,-0.2666,-0.7855,0.2989,-0.0561,-0.1983,42.0783,1.96,-18.28,-52.74,180.35,-0.95,2.05,2.0,985.68,59.032,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,30012,2020-04-13 19:15:40:078
-0.3437,0.7099,8.5909,-0.2945,0.2401,9.8026,0.1208,-0.4395,2.1125,-0.3672,0.1133,-0.0494,60.7686,1.47,-18.15,-50.88,178.18,-1.4,1.72,2.0,985.68,56.387,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,30513,2020-04-13 19:15:40:579
-1.2191,1.118,8.4225,0.4952,0.1405,9.7965,1.2038,-0.5284,1.4253,-0.8391,-0.3125,0.6621,84.2231,-1.85,-20.6,-48.3,174.49,-4.95,-0.45,2.0,985.68,53.807,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,31013,2020-04-13 19:15:41:079
0.7867,-0.7364,9.1327,0.7268,0.1218,9.7823,-0.3293,1.0944,0.1074,-0.2026,-0.0885,0.2442,177.9107,-5.82,-16.59,-48.43,169.71,-2.0,-3.83,2.0,985.67,52.145,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,31513,2020-04-13 19:15:41:579
0.6111,-0.7676,11.4059,0.3999,0.6274,9.7817,1.2471,0.882,-0.094,0.4722,0.6243,1.0462,177.9107,-11.89,-14.06,-45.61,149.31,-0.97,-5.13,2.0,985.67,54.145,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,32014,2020-04-13 19:15:42:080
-0.7229,-1.0546,9.2602,-0.0021,-0.1117,9.8094,0.3481,1.5801,-0.0114,0.0796,-0.1872,-0.3302,105.8354,-12.91,-9.06,-44.03,126.14,0.65,0.01,2.0,985.68,56.519,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,32513,2020-04-13 19:15:42:579
1.7692,0.0096,9.0748,1.0028,-0.6216,9.7388,-1.0085,-0.7272,1.1103,-0.2906,0.4457,-1.1312,164.9601,-19.9,-12.73,-35.02,133.55,2.33,-7.51,2.0,985.67,54.683,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 25,33014,2020-04-13 19:15:43:080
1.176,0.3386,9.0771,1.0156,-0.319,9.7521,-0.2993,-0.904,0.7975,-0.1121,0.0234,-0.8691,133.8471,-11.48,-4.28,-35.29,126.34,2.05,-6.16,2.0,985.62,54.912,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 25,33513,2020-04-13 19:15:43:579
-0.2825,-0.2649,9.4509,0.4942,-0.1462,9.7965,0.852,-0.354,0.9207,0.1036,-0.0505,0.1655,40.4879,1.67,-11.54,-40.34,197.04,1.88,-2.98,2.0,985.66,47.85,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,34013,2020-04-13 19:15:44:079
1.3508,-1.1362,11.8837,1.2635,-0.2901,9.724,-0.1619,0.9391,-0.767,0.378,-0.074,-0.8566,27.4952,0.82,-18.28,-43.16,198.74,1.69,-7.4,2.0,985.68,52.522,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,34512,2020-04-13 19:15:44:578
0.8741,1.1468,8.4893,0.6483,0.9144,9.7458,0.4969,-0.2802,0.2246,-0.261,0.2786,0.4626,11.0084,3.57,-21.25,-46.32,205.67,-5.3,-5.05,2.0,985.66,54.879,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 25,35014,2020-04-13 19:15:45:080
0.5124,0.934,9.1199,0.7951,0.7243,9.7509,0.4039,-0.3607,0.315,0.0117,-0.1137,0.585,9.9821,-3.18,-18.6,-45.91,182.76,-4.23,-4.66,2.0,985.66,56.253,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 25,35513,2020-04-13 19:15:45:579
0.9957,1.0406,8.5678,0.7013,0.9881,9.7349,-0.0934,-0.4029,1.9455,-0.0617,0.457,0.9188,9.9821,-8.82,-18.24,-47.86,157.0,-5.78,-4.12,2.0,985.65,58.673,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,36013,2020-04-13 19:15:46:079
-1.3605,-0.2525,9.9731,-0.075,0.6635,9.7872,1.1544,1.1368,-0.4527,0.2132,-0.417,0.1611,16.8521,-6.01,-13.22,-49.16,143.53,-2.44,2.43,2.0,985.66,51.433,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,36515,2020-04-13 19:15:46:581
1.08,0.1619,10.307,1.4404,0.7772,9.6725,0.5965,1.1985,0.596,-0.1138,-0.1989,0.6272,15.0865,-15.34,-14.34,-46.07,133.33,-5.98,-6.72,2.0,985.66,50.658,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,37013,2020-04-13 19:15:47:079
2.4192,0.0411,9.7928,0.3817,0.3706,9.7956,-1.7929,-0.0117,0.18,0.1143,0.1191,0.545,19.7972,-14.31,-6.92,-49.4,112.99,-2.16,-2.23,2.0,985.65,49.88,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,37513,2020-04-13 19:15:47:579
1.1936,1.6589,7.269,0.1104,0.7864,9.7778,-0.9421,-0.3977,0.8098,0.1538,-0.0898,-1.0978,62.4294,-13.18,-7.25,-47.96,111.38,-2.73,-1.21,2.0,985.65,49.166,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,38013,2020-04-13 19:15:48:079
1.5682,-0.6997,10.5592,0.8459,0.4073,9.765,-0.2972,0.7068,0.6339,-0.2649,-0.458,-0.9185,202.2394,-7.26,-16.93,-49.36,160.75,-3.34,-2.42,2.0,985.68,55.893,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,38514,2020-04-13 19:15:48:580
-0.6179,0.3676,8.7121,-0.022,0.3165,9.8049,0.0431,1.125,-3.7044,-0.3746,0.2047,0.0933,325.6344,0.97,-18.25,-50.82,183.1,-1.85,0.13,2.0,985.67,53.199,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,39013,2020-04-13 19:15:49:079
1.0264,1.1325,12.6624,0.5656,1.1985,9.7201,-0.5136,-0.02,-3.2688,-0.095,-0.0342,0.0245,503.3958,-3.61,-21.94,-49.01,177.7,-7.85,-1.66,2.0,985.65,54.722,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,39512,2020-04-13 19:15:49:578
0.0788,0.9463,10.278,0.3741,0.9187,9.7597,-0.3736,-0.4432,0.3994,-0.2027,0.2559,0.1125,339.7208,-1.75,-18.33,-49.48,186.33,-4.86,-4.12,2.0,985.66,52.879,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,40013,2020-04-13 19:15:50:079
0.5978,1.74,10.0698,0.4502,0.6854,9.7757,-0.0275,-0.6768,0.9028,-0.0719,-0.2691,0.1046,207.2638,-2.56,-17.06,-48.81,176.86,-4.01,-2.64,2.0,985.65,49.219,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,40513,2020-04-13 19:15:50:579
0.4931,1.9355,7.714,0.3893,1.0793,9.7427,-0.3731,-0.6745,0.4675,0.1846,0.2225,-0.531,121.6917,0.95,-18.63,-49.69,198.51,-5.87,-4.16,2.0,985.66,57.012,55.753883,48.74202,632.86,NaN,,0.0,123.70917,,0 / 26,41013,2020-04-13 19:15:51:079
